ram,ram_category,ram_per_core,storage_ram_ratio,performance_score,battery_power,battery_wt_ratio,px_width,px_height,battery_category,pixel_density,screen_area,mobile_wt,n_cores,price_range
3490,3,1745.0,12.54,10.47,1414,7.86,1118,44.0,1,65.82,192,180,2,3
1774,1,253.43,22.37,17.39,1707,21.34,1388,1331.0,2,147.93,72,80,7,2
3615,3,1205.0,13.77,5.42,894,4.49,1462,1285.0,0,139.03,78,199,3,3
714,0,89.25,51.43,6.85,645,3.51,1130,741.0,0,71.12,36,184,8,0
2768,2,1384.0,17.48,15.5,1163,7.5,754,520.0,1,45.8,38,155,2,2
3739,3,467.38,13.06,20.94,1126,6.82,1726,114.0,1,115.32,14,165,8,3
610,0,152.5,91.99,1.71,1648,9.69,1876,1153.0,2,244.67,8,170,4,1
715,0,357.5,17.54,1.29,1170,5.88,709,474.0,1,44.89,90,199,2,0
663,0,663.0,56.19,0.53,508,5.4,557,39.0,0,39.88,156,94,1,0
1725,1,575.0,35.86,10.87,1097,6.81,1914,419.0,1,130.62,70,161,3,1
834,0,417.0,5.47,2.84,728,7.21,775,584.0,0,57.08,96,101,2,0
3865,3,3865.0,7.49,1.93,1980,11.19,1910,312.0,2,148.87,120,177,1,3
3059,3,3059.0,20.73,7.04,1504,8.26,1923,19.0,2,274.73,30,182,1,3
651,0,651.0,85.63,1.37,1379,16.61,1370,207.0,1,138.56,54,83,1,0
796,0,132.67,20.52,10.03,1698,10.61,994,363.0,2,75.59,39,160,6,0
785,0,112.14,28.85,11.54,920,8.0,1078,209.0,0,99.82,70,115,7,0
3252,3,3252.0,6.41,4.88,1144,6.05,724,159.0,1,43.6,96,189,1,2
1322,1,1322.0,18.69,0.66,1995,15.47,1104,649.0,2,80.04,165,129,1,1
2832,2,2832.0,9.42,1.42,1430,7.81,1182,1132.0,1,204.58,7,183,1,2
1615,1,323.0,7.75,4.04,972,5.04,1795,1392.0,0,189.29,66,193,5,1
2125,2,2125.0,9.19,1.06,662,4.8,1224,1001.0,0,87.84,255,138,1,1
990,0,165.0,8.44,13.66,1867,9.77,1442,712.0,2,229.74,6,191,6,1
1595,1,398.75,12.07,12.76,1730,12.1,1023,418.0,2,73.67,84,143,4,1
1213,1,404.33,5.45,3.64,1723,13.67,1361,384.0,2,235.69,30,126,3,1
2500,2,1250.0,18.49,6.5,1882,13.44,652,119.0,2,36.82,17,140,2,2
2801,2,700.25,6.35,8.96,803,7.58,935,627.0,0,59.25,270,106,4,2
3451,3,1150.33,13.54,12.42,580,6.37,1345,1086.0,0,108.04,15,91,3,3
1201,1,1201.0,37.71,2.76,668,5.86,1292,195.0,0,87.11,168,114,1,0
3139,3,3139.0,11.37,4.39,1391,7.64,1256,14.0,1,83.74,98,182,1,2
1938,1,276.86,11.04,31.2,1560,9.23,1364,745.0,2,97.14,165,169,7,2
3185,3,1061.67,16.82,17.2,821,7.53,1786,253.0,0,200.43,32,109,3,2
2111,2,351.83,0.93,30.4,811,7.65,1429,333.0,0,77.23,126,106,6,1
2369,2,296.12,7.04,54.96,1989,10.31,682,629.0,2,115.97,42,193,8,2
3625,3,517.86,10.16,68.51,1034,8.62,1199,707.0,1,77.33,17,120,7,3
1051,1,1051.0,5.33,2.21,618,7.19,1688,1314.0,0,152.8,130,86,1,0
1036,1,259.0,46.77,5.39,654,3.34,1898,1715.0,0,142.11,68,196,4,1
2938,2,587.6,3.37,41.13,576,3.13,1438,513.0,0,218.11,36,184,5,2
2855,2,475.83,1.04,10.28,667,3.61,1463,13.0,0,243.84,30,185,6,2
2727,2,2727.0,20.63,2.73,869,7.36,1584,1243.0,0,143.82,39,118,1,2
2973,2,991.0,13.98,4.46,635,4.26,1059,300.0,0,84.67,60,149,3,2
2581,2,2581.0,16.79,7.74,609,5.21,1253,58.0,0,78.4,165,117,1,1
2690,2,538.0,0.73,37.66,1557,12.66,1442,1107.0,2,95.68,288,123,5,3
916,0,114.5,33.18,12.46,1604,8.4,939,134.0,2,67.75,130,191,8,0
2563,2,320.38,3.07,10.25,1182,8.57,986,275.0,1,51.18,323,138,8,2
3359,3,479.86,5.62,49.38,848,5.73,1029,176.0,0,94.9,60,148,7,2
941,0,235.25,62.81,10.92,1610,8.9,1280,1236.0,2,197.71,32,181,4,1
2280,2,2280.0,7.31,4.79,1828,9.19,898,336.0,2,53.27,238,199,1,2
827,0,118.14,55.09,11.58,880,4.54,1381,1116.0,0,110.97,135,194,7,0
473,0,94.6,110.34,2.13,1394,7.97,1565,1010.0,1,155.22,11,175,5,0
3865,3,552.14,15.74,62.23,1960,22.79,1299,205.0,2,119.55,70,86,7,3
1274,1,182.0,15.62,7.13,809,8.89,1726,1453.0,0,118.75,126,91,7,1
364,0,182.0,125.15,0.36,899,5.23,1331,788.0,0,128.9,11,172,2,0
3699,3,1849.5,8.62,5.18,1976,11.56,1922,1301.0,2,128.94,187,171,2,3
2927,2,731.75,7.1,17.56,879,4.7,1038,463.0,0,75.77,182,187,4,2
1470,1,367.5,23.44,15.29,916,4.7,992,188.0,0,72.12,78,195,4,0
1050,1,131.25,1.78,14.28,763,8.29,1186,1028.0,0,224.22,24,92,8,0
2616,2,436.0,3.39,25.11,508,3.14,1920,1419.0,0,125.66,144,162,6,2
2915,2,364.38,11.54,67.63,825,8.33,1866,1471.0,0,264.01,16,99,8,3
2686,2,2686.0,16.89,3.76,1864,10.47,981,168.0,2,82.94,77,178,1,2
1243,1,207.17,39.58,3.73,1725,9.32,1195,1125.0,2,82.06,342,185,6,1
3264,3,1632.0,15.82,18.93,1108,6.05,1706,130.0,1,100.64,16,183,2,3
2261,2,323.0,15.6,17.41,1011,7.72,749,481.0,1,111.27,42,131,7,1
2993,2,598.6,18.19,22.45,1703,12.34,1711,1411.0,2,369.63,5,138,5,3
706,0,100.86,73.47,8.4,1067,7.9,681,79.0,1,52.74,108,135,7,0
2542,2,508.4,16.26,30.5,1334,11.6,1974,1187.0,1,209.4,10,115,5,3
2523,2,360.43,11.7,45.92,775,4.1,1510,561.0,0,89.49,272,189,7,2
336,0,168.0,60.73,0.4,1899,12.58,814,96.0,2,58.55,143,151,2,0
2457,2,409.5,5.6,19.16,930,9.59,1025,77.0,0,85.66,77,97,6,1
418,0,104.5,37.39,2.51,1058,6.37,1247,493.0,1,134.09,63,166,4,0
3917,3,1958.5,11.72,17.23,1187,8.19,1814,1173.0,1,154.3,143,145,2,3
1246,1,178.0,6.08,23.55,1874,11.29,1233,964.0,2,173.9,8,166,7,1
2971,2,424.43,15.99,10.4,1482,10.44,642,634.0,1,69.41,96,142,7,2
2324,2,774.67,24.9,11.85,1809,10.4,721,639.0,2,87.58,60,174,3,2
3121,3,1560.5,17.15,18.73,864,4.62,1670,127.0,0,88.15,36,187,2,2
3801,3,3801.0,8.66,7.22,625,3.27,550,431.0,0,63.52,60,191,1,2
3333,3,1111.0,5.37,18.0,1880,13.62,699,71.0,2,39.03,255,138,3,3
3475,3,434.38,12.59,38.92,1138,6.09,1138,111.0,1,57.17,57,187,8,3
2360,2,295.0,9.56,9.44,560,3.84,1903,356.0,0,107.56,272,146,8,1
2895,2,413.57,4.1,10.13,1117,7.76,817,798.0,1,142.76,42,144,7,2
3652,3,521.71,17.18,35.79,1712,12.5,1126,747.0,2,79.49,16,137,7,3
3097,3,516.17,8.32,31.59,1836,13.7,1139,408.0,2,201.64,30,134,6,3
2101,2,300.14,18.12,35.3,1036,8.71,926,373.0,1,90.75,70,119,7,1
3918,3,979.5,5.86,36.05,1860,11.48,1506,1362.0,2,203.05,18,162,4,3
3869,3,552.71,2.32,29.79,1375,9.48,726,475.0,1,43.38,342,145,7,3
732,0,183.0,69.95,4.68,1945,9.97,1753,743.0,2,126.93,14,195,4,1
3684,3,1842.0,1.89,3.68,1896,13.45,794,447.0,2,91.12,63,141,2,3
3969,3,496.12,14.34,79.38,788,8.66,1161,42.0,0,89.37,96,91,8,3
1414,1,707.0,22.28,4.81,880,5.09,1350,30.0,0,103.87,12,173,2,0
1892,1,473.0,14.38,18.92,1323,10.1,619,162.0,1,58.17,60,131,4,1
3131,3,3131.0,13.3,6.26,1868,11.05,660,347.0,2,82.85,24,169,1,3
2532,2,844.0,2.72,14.43,1266,6.88,1468,346.0,1,137.11,50,184,3,2
3215,3,459.29,15.43,60.76,1042,11.2,1705,727.0,1,97.55,108,93,7,3
3323,3,1107.67,5.68,4.98,1479,9.48,1476,180.0,1,106.21,156,156,3,3
1529,1,382.25,34.52,7.34,1476,8.63,1666,1641.0,1,167.03,104,171,4,2
2403,2,400.5,5.31,31.72,1552,12.62,1026,269.0,2,106.07,18,123,6,2
3419,3,854.75,9.89,6.84,1454,17.52,1033,250.0,1,132.85,35,83,4,3
3648,3,729.6,12.29,36.48,1007,10.6,1529,1186.0,1,193.51,54,95,5,3
1974,1,394.8,8.38,23.69,652,3.77,559,77.0,0,43.41,120,173,5,0
2806,2,350.75,11.97,33.67,1504,10.59,973,507.0,2,137.15,14,142,8,2
2239,2,559.75,22.3,8.06,1726,8.94,1223,379.0,2,91.46,117,193,4,2
582,0,116.4,7.48,5.53,1029,6.02,956,264.0,1,61.99,105,171,5,0
3890,3,648.33,11.29,65.35,1582,14.12,1797,1486.0,2,129.55,170,112,6,3
1141,1,228.2,39.53,4.56,1478,14.93,882,694.0,1,187.05,10,99,5,1
2511,2,502.2,19.2,16.32,1178,11.66,596,579.0,1,118.71,18,101,5,2
3838,3,1279.33,6.5,24.18,707,5.4,574,495.0,0,75.8,18,131,3,3
2734,2,683.5,18.41,30.62,755,4.06,990,315.0,0,94.45,10,186,4,2
2330,2,291.25,22.73,37.28,912,5.66,1053,329.0,0,55.16,95,161,8,1
2244,2,448.8,27.49,8.98,651,3.7,858,548.0,0,67.87,126,176,5,1
1851,1,264.43,28.31,27.21,1483,8.43,758,531.0,1,57.84,195,176,7,1
808,0,404.0,4.5,1.45,914,9.14,1495,191.0,0,125.6,77,100,2,0
1587,1,317.4,4.24,3.97,1456,13.87,1104,823.0,1,196.72,30,105,5,1
2492,2,830.67,22.5,16.45,1178,14.02,1352,96.0,1,79.73,224,84,3,2
2122,2,530.5,19.8,5.94,1503,9.05,1304,841.0,2,96.98,15,166,4,2
1122,1,561.0,9.2,5.61,1681,10.64,1205,195.0,2,93.9,72,158,2,0
3709,3,927.25,12.9,34.12,715,4.47,562,21.0,0,37.49,28,160,4,2
3021,3,1007.0,18.36,25.38,1876,10.31,585,235.0,2,48.5,24,182,3,2
624,0,104.0,66.26,8.24,1190,6.4,1441,1417.0,1,202.1,27,186,6,0
3937,3,562.43,6.08,35.83,1755,13.1,1075,286.0,2,123.6,8,134,7,3
1797,1,299.5,10.78,14.02,1197,8.03,1629,649.0,1,87.68,95,149,6,1
1458,1,729.0,18.37,2.62,1048,5.4,1975,966.0,1,366.43,5,194,2,1
3348,3,418.5,5.05,80.35,1887,14.98,1798,1172.0,2,112.96,288,126,8,3
1834,1,229.25,33.84,7.34,1772,15.28,545,270.0,2,101.37,10,116,8,1
2775,2,2775.0,20.28,7.77,1421,8.61,1657,781.0,1,130.85,104,165,1,3
1277,1,212.83,12.62,3.83,1464,9.57,1341,418.0,1,100.33,78,153,6,1
457,0,114.25,42.1,4.2,728,6.56,817,126.0,0,45.93,170,111,4,0
438,0,219.0,94.74,0.44,954,7.12,1058,228.0,0,60.13,102,134,2,0
3210,3,458.57,4.02,11.24,685,8.35,1203,1091.0,0,101.5,105,82,7,3
985,0,164.17,33.9,16.55,1472,11.32,1744,1452.0,1,174.56,132,130,6,1
3701,3,1850.5,0.81,14.8,853,4.26,740,674.0,0,62.56,120,200,2,3
1052,1,150.29,7.1,15.46,1469,11.94,1133,398.0,1,133.43,8,123,7,0
1175,1,146.88,45.69,21.62,1310,9.7,889,449.0,1,58.59,96,135,8,0
1070,1,152.86,9.61,13.48,1654,11.33,1719,1184.0,2,231.92,8,146,7,1
3411,3,487.29,0.87,16.71,902,6.73,1285,675.0,0,111.65,132,134,7,3
1175,1,391.67,20.84,4.93,1448,9.28,1850,1792.0,1,198.12,108,156,3,1
301,0,43.0,7.62,1.9,1631,8.24,1905,177.0,2,136.66,65,198,7,0
489,0,244.5,48.48,1.76,1608,8.79,1158,1013.0,2,96.16,165,183,2,0
1733,1,866.5,35.71,9.36,1991,13.73,1325,1058.0,2,282.6,15,145,2,2
2756,2,551.2,22.21,27.56,1349,11.83,772,592.0,1,81.07,33,114,5,2
2612,2,2612.0,19.24,6.53,1589,8.15,1743,810.0,2,213.56,16,195,1,2
1724,1,215.5,28.59,31.72,1844,11.67,882,533.0,2,171.76,5,158,8,1
2190,2,1095.0,15.63,2.19,712,8.48,1208,558.0,0,78.27,192,84,2,1
1900,1,633.33,27.61,9.69,972,9.08,1050,681.0,0,73.62,128,107,3,1
3915,3,1305.0,8.67,5.87,1406,14.35,1366,1017.0,1,170.3,72,98,3,3
1043,1,173.83,22.35,5.63,1289,7.24,899,765.0,1,168.63,12,178,6,0
3817,3,545.29,16.72,34.73,932,6.05,1224,1176.0,0,188.6,56,154,7,3
2362,2,787.33,19.94,6.38,1747,18.59,1131,947.0,2,81.95,34,94,3,2
1107,1,369.0,34.71,6.97,1172,12.34,1884,1314.0,1,287.12,21,95,3,1
2982,2,596.4,17.6,20.87,1128,13.43,1370,609.0,1,99.95,126,84,5,3
2042,2,408.4,13.37,12.25,664,6.26,1497,754.0,0,93.12,255,106,5,1
1343,1,335.75,31.17,2.69,513,2.76,867,619.0,0,177.55,5,186,4,0
2610,2,372.86,16.23,42.02,1742,10.25,681,453.0,2,62.92,36,170,7,2
2335,2,333.57,2.52,27.79,1512,9.33,884,205.0,2,56.72,105,162,7,2
1614,1,201.75,30.43,6.46,1986,12.04,1358,282.0,2,77.05,204,165,8,1
1138,1,569.0,10.73,3.41,965,8.85,998,130.0,0,100.64,72,109,2,0
604,0,75.5,57.98,11.6,1067,8.75,1989,494.0,1,120.55,224,122,8,0
3652,3,1217.33,11.46,17.53,1583,13.42,862,275.0,2,60.32,140,118,3,3
3955,3,988.75,9.34,7.91,1653,9.39,1785,447.0,2,92.01,76,176,4,3
258,0,32.25,11.37,3.3,1433,10.77,799,281.0,1,70.58,99,133,8,0
1066,1,152.29,15.78,21.64,765,5.0,793,6.0,0,66.09,11,153,7,0
1731,1,1731.0,34.07,0.87,1845,19.22,695,292.0,2,75.38,45,96,1,1
3860,3,551.43,12.4,13.51,752,8.64,728,164.0,0,93.28,35,87,7,3
3630,3,726.0,4.39,50.82,1948,19.48,1940,631.0,2,204.0,63,100,5,3
1965,1,655.0,22.29,14.74,1077,6.19,1304,897.0,1,226.1,12,174,3,1
1459,1,364.75,39.35,2.92,932,8.96,1078,268.0,0,158.69,6,104,4,0
2323,2,774.33,9.29,6.27,1968,17.11,1259,861.0,2,152.53,72,115,3,2
3291,3,822.75,0.6,15.8,1122,9.35,790,331.0,1,71.38,22,120,4,2
3272,3,3272.0,18.51,1.64,1588,9.99,1594,1064.0,2,100.87,108,159,1,3
918,0,229.5,26.09,7.71,601,5.95,548,509.0,0,74.79,9,101,4,0
3488,3,872.0,4.28,6.98,1615,12.23,1256,622.0,2,82.45,32,132,4,3
3961,3,990.25,14.62,34.86,1589,12.41,1911,957.0,2,125.72,224,128,4,3
590,0,98.33,82.82,9.56,1417,12.43,1649,494.0,1,143.45,33,114,6,0
3701,3,3701.0,9.15,2.59,1697,17.86,1264,236.0,2,80.37,135,95,1,3
463,0,92.6,5.43,3.01,1330,16.02,1262,980.0,1,106.52,84,83,5,0
3644,3,1822.0,11.75,3.64,1476,9.97,1972,1789.0,1,166.41,150,148,2,3
1713,1,285.5,15.23,15.42,1579,11.12,1484,831.0,2,100.05,64,142,6,1
429,0,107.25,79.01,5.15,1277,6.38,1090,902.0,1,141.48,36,200,4,0
2765,2,553.0,0.71,12.44,1089,7.51,1259,636.0,1,100.75,156,145,5,2
2084,2,521.0,12.65,20.84,1663,9.84,1439,831.0,2,207.71,7,169,4,2
1125,1,225.0,16.69,10.12,1949,10.48,592,518.0,2,43.7,170,186,5,1
2048,2,682.67,22.86,6.76,1138,10.44,1777,233.0,1,256.03,36,109,3,2
1223,1,203.83,13.13,19.81,685,3.94,870,725.0,0,125.83,48,174,6,0
3672,3,3672.0,8.41,10.28,1889,14.31,1106,170.0,2,186.5,5,132,1,3
3100,3,442.86,5.44,43.4,857,4.39,948,157.0,0,53.38,85,195,7,2
343,0,42.88,114.95,7.68,1902,15.34,1393,1142.0,2,150.11,88,124,8,0
1970,1,394.0,7.41,23.64,1225,7.9,982,840.0,1,76.02,128,155,5,1
2728,2,545.6,14.11,21.82,1066,8.14,1586,401.0,1,233.7,36,131,5,2
3635,3,1211.67,1.37,5.45,1554,12.53,1579,395.0,2,203.46,28,124,3,3
2180,2,1090.0,13.91,2.18,1337,7.19,644,48.0,1,80.72,28,186,2,1
2488,2,829.33,13.05,12.69,1926,11.2,1157,982.0,2,216.79,6,172,3,2
3864,3,1932.0,8.78,10.05,869,8.36,539,478.0,0,51.46,39,104,2,3
1155,1,144.38,43.98,4.62,1278,12.29,750,581.0,1,118.59,7,104,8,0
3566,3,594.33,8.93,53.49,1773,10.43,1472,1215.0,2,106.04,102,170,6,3
864,0,123.43,6.36,4.84,1661,15.24,1337,594.0,2,146.3,72,109,7,1
869,0,124.14,33.73,13.38,1438,8.17,1663,683.0,1,89.89,247,176,7,0
591,0,295.5,42.83,1.65,1661,13.96,861,536.0,2,101.42,18,119,2,0
1333,1,1333.0,13.55,0.8,1846,11.61,773,83.0,2,48.59,90,159,1,1
2208,2,315.43,10.19,30.91,1260,10.24,1313,905.0,1,122.67,132,123,7,2
2610,2,870.0,5.66,3.92,512,6.17,1849,249.0,0,98.19,252,83,3,2
2819,2,563.8,20.68,31.01,581,3.14,1613,803.0,0,90.09,323,185,5,2
1955,1,651.67,21.9,13.49,1872,13.97,1259,459.0,2,134.01,36,134,3,2
3416,3,854.0,14.55,17.76,687,4.55,1151,584.0,0,86.05,84,151,4,3
3803,3,3803.0,2.62,9.51,1062,6.64,1807,1596.0,1,301.36,21,160,1,3
574,0,574.0,10.6,1.32,1678,8.74,1763,418.0,2,301.98,15,192,1,0
2129,2,532.25,20.65,4.26,1417,8.54,1029,364.0,1,77.96,117,166,4,1
1948,1,324.67,4.49,28.05,1074,10.43,952,946.0,1,95.86,13,103,6,1
2978,2,425.43,0.66,14.59,1832,20.36,654,186.0,2,35.79,126,90,7,2
1619,1,202.38,7.14,16.84,1039,5.2,1827,1428.0,1,289.86,7,200,8,1
3716,3,1238.67,16.36,26.76,1059,7.9,1916,1613.0,1,156.54,195,134,3,3
3454,3,863.5,16.41,19.34,1606,10.43,1924,1127.0,2,159.27,104,154,4,3
3777,3,1259.0,5.02,20.4,1928,10.31,1580,691.0,2,215.56,14,187,3,3
2712,2,2712.0,20.01,1.36,1875,20.6,1942,1802.0,2,331.16,14,91,1,3
1434,1,179.25,30.66,12.62,1128,8.36,1582,751.0,1,291.87,30,135,8,1
3968,3,1322.67,3.52,20.24,1748,11.97,1234,859.0,2,88.44,192,146,3,3
3383,3,676.6,14.98,8.46,1413,12.08,517,187.0,1,32.34,80,117,5,3
3278,3,1639.0,6.97,3.28,825,9.59,1917,206.0,0,214.23,48,86,2,3
3970,3,496.25,6.54,44.46,1589,15.89,1759,1673.0,2,142.8,128,100,8,3
2674,2,334.25,19.92,10.7,535,3.69,939,710.0,0,78.48,112,145,8,2
2776,2,694.0,9.61,5.55,1780,9.37,1463,1331.0,2,98.89,323,190,4,3
2336,2,1168.0,25.62,2.8,1671,12.95,848,263.0,2,80.71,40,129,2,2
2430,2,2430.0,4.85,2.19,1821,15.97,1803,97.0,2,225.7,28,114,1,2
891,0,148.5,39.17,13.9,1076,9.04,915,129.0,1,48.63,54,119,6,0
728,0,145.6,9.87,2.91,532,2.76,1354,1213.0,0,129.85,65,193,5,0
3886,3,777.2,7.7,50.52,777,5.25,1143,189.0,0,77.23,140,148,5,3
1711,1,427.75,9.6,3.42,1217,6.69,632,628.0,1,111.37,21,182,4,1
2856,2,408.0,5.54,31.99,1656,14.15,899,320.0,2,63.62,42,117,7,2
2447,2,305.88,12.45,37.19,1185,7.8,1642,837.0,1,108.41,32,152,8,2
814,0,135.67,41.34,11.72,577,3.58,1450,1087.0,0,151.02,77,161,6,0
2951,2,737.75,16.43,28.33,737,3.82,1463,781.0,0,207.3,42,193,4,2
3653,3,608.83,14.45,48.22,704,3.78,1013,251.0,0,130.45,7,186,6,2
1891,1,236.38,26.2,7.56,525,3.83,1587,262.0,0,84.66,54,137,8,1
701,0,701.0,20.39,0.35,504,3.04,1665,767.0,0,101.84,255,166,1,0
3139,3,784.75,12.0,15.07,793,4.51,1815,1226.0,0,312.9,6,176,4,3
2811,2,351.38,13.71,13.49,569,3.09,739,389.0,0,104.39,42,184,8,1
1701,1,340.2,11.92,16.16,1590,9.94,963,920.0,2,110.99,44,160,5,1
1853,1,926.5,8.38,1.85,707,3.64,1508,1027.0,0,101.36,238,194,2,1
2445,2,407.5,7.64,27.87,767,4.15,1000,271.0,0,148.01,6,185,6,1
2287,2,285.88,21.43,9.15,1350,7.46,544,369.0,1,41.08,15,181,8,1
2003,2,1001.5,15.08,2.4,1117,7.65,1627,1258.0,1,228.51,56,146,2,2
3595,3,3595.0,1.94,3.95,641,3.34,759,417.0,0,108.25,35,192,1,2
1726,1,863.0,19.6,2.76,1002,12.07,1416,1345.0,1,114.88,80,83,2,1
3952,3,790.4,11.37,41.5,1408,15.82,1088,613.0,1,138.76,48,89,5,3
850,0,106.25,44.08,13.6,1900,10.0,1596,912.0,2,306.37,5,190,8,1
1446,1,180.75,28.44,33.55,726,7.19,760,666.0,0,56.14,34,101,8,0
1300,1,162.5,32.86,23.92,1544,13.66,857,236.0,2,98.77,56,113,8,1
719,0,179.75,26.18,4.6,1454,9.09,1100,186.0,1,74.37,140,160,4,0
988,0,197.6,24.42,10.87,1230,10.0,676,416.0,1,66.15,55,123,5,0
2606,2,325.75,20.04,25.02,1552,8.62,658,430.0,2,56.15,78,180,8,2
2912,2,2912.0,10.87,6.12,1519,7.6,1239,168.0,2,104.19,110,200,1,2
2339,2,2339.0,12.58,4.44,723,7.09,1901,1467.0,0,120.06,171,102,1,2
1028,1,1028.0,11.78,2.47,1191,7.05,1813,179.0,1,121.45,84,169,1,0
3173,3,396.62,19.07,33.0,1168,12.98,1578,159.0,1,158.6,36,90,8,3
1667,1,833.5,8.1,1.67,1229,6.43,1878,120.0,1,104.55,102,191,2,1
1897,1,237.12,6.66,7.59,1758,9.25,1864,762.0,2,287.68,12,190,8,2
1214,1,202.33,2.33,3.64,1290,9.02,1109,600.0,1,126.09,72,143,6,1
3269,3,544.83,11.54,54.92,574,6.38,1171,286.0,0,133.94,56,90,6,2
445,0,63.57,59.86,1.56,1271,11.25,1949,1350.0,1,148.18,210,113,7,0
1073,1,134.12,26.14,10.3,1170,14.1,1722,27.0,1,246.03,24,83,8,0
665,0,332.5,69.39,1.73,1269,10.75,1920,1597.0,1,131.44,90,118,2,1
3129,3,1564.5,15.84,17.52,1288,10.64,1809,1177.0,1,119.9,102,121,2,3
3501,3,1750.5,9.66,4.9,1366,9.11,964,402.0,1,74.6,143,150,2,3
3461,3,692.2,2.3,13.84,1572,9.3,1237,577.0,2,194.99,18,169,5,3
3206,3,534.33,9.9,17.31,1627,9.04,1082,52.0,2,83.33,72,180,6,3
3717,3,1858.5,12.33,3.72,1701,14.79,828,364.0,2,75.37,66,115,2,3
3917,3,3917.0,14.01,1.96,1900,11.11,1241,934.0,2,97.08,75,171,1,3
861,0,123.0,25.51,6.03,1974,24.68,545,250.0,2,74.95,28,80,7,0
2885,2,577.0,6.86,7.21,1197,9.28,1710,214.0,1,86.17,133,129,5,2
2777,2,2777.0,2.13,6.39,587,3.45,1793,612.0,0,189.46,18,170,1,2
1017,1,203.4,21.95,5.59,934,8.34,1463,1111.0,0,141.31,84,112,5,0
980,0,245.0,21.76,7.84,1195,14.57,1100,163.0,1,79.43,117,82,4,0
2775,2,2775.0,8.19,2.78,1853,20.14,1951,202.0,2,130.76,56,92,1,3
3309,3,413.62,5.7,26.47,1164,12.25,1704,729.0,1,115.84,45,95,8,3
3607,3,1202.33,4.97,5.41,1512,17.18,1897,1079.0,2,167.88,120,88,3,3
1257,1,251.4,18.08,18.23,1232,7.29,809,361.0,1,52.11,160,169,5,0
759,0,253.0,5.94,1.37,1813,9.16,1306,338.0,2,134.9,27,198,3,0
3720,3,1240.0,1.34,29.02,946,5.7,1771,1698.0,0,153.34,105,166,3,3
475,0,158.33,102.86,3.28,739,8.4,1536,1052.0,0,232.71,42,88,3,0
1122,1,1122.0,24.25,3.03,704,8.8,1509,1108.0,0,187.21,27,80,1,0
1336,1,334.0,28.48,2.67,1663,11.31,1545,951.0,2,201.58,40,147,4,1
1185,1,148.12,31.82,13.27,1966,10.63,1987,1197.0,2,193.31,22,185,8,2
705,0,141.0,21.56,3.52,1219,6.22,1022,473.0,1,93.85,33,196,5,0
3169,3,633.8,10.96,11.09,612,3.38,1337,1294.0,0,124.04,126,181,5,2
3483,3,3483.0,11.14,4.88,1658,9.11,522,410.0,2,60.34,10,182,1,3
1183,1,236.6,50.98,2.96,1263,7.22,1883,178.0,1,126.09,42,175,5,1
3373,3,1124.33,16.21,28.33,1395,11.82,1787,782.0,1,162.55,22,118,3,3
2801,2,700.25,19.05,30.25,621,4.11,910,434.0,0,144.03,6,151,4,2
565,0,188.33,88.99,0.85,652,4.59,781,464.0,0,47.81,216,142,3,0
3153,3,1576.5,7.86,3.78,1175,8.1,1501,137.0,1,150.72,36,145,2,2
3421,3,427.62,3.2,27.37,561,3.44,1176,492.0,0,74.99,32,163,8,2
316,0,63.2,7.34,3.48,1137,6.57,1285,1250.0,1,112.04,210,173,5,0
448,0,64.0,20.47,7.21,1835,9.51,583,385.0,2,36.77,306,193,7,0
2366,2,394.33,16.59,41.17,1170,6.92,684,427.0,1,47.43,128,169,6,1
3881,3,970.25,11.31,12.42,1595,18.76,1838,1024.0,2,140.27,140,85,4,3
462,0,57.75,21.77,7.39,1719,14.09,904,240.0,2,133.62,18,122,8,0
1480,1,211.43,4.53,23.83,1770,13.83,1552,886.0,2,255.3,6,128,7,1
1087,1,543.5,24.11,1.09,1312,8.05,1854,1233.0,1,123.7,272,163,2,1
2711,2,542.2,20.38,20.33,1878,13.51,559,183.0,2,65.35,16,139,5,2
2144,2,306.29,9.12,30.02,1871,23.1,1682,88.0,2,120.31,156,81,7,2
1165,1,166.43,28.28,12.23,922,4.9,1383,1016.0,0,85.8,114,188,7,0
2998,2,374.75,5.28,35.98,1975,15.43,655,80.0,2,109.98,20,128,8,2
2249,2,562.25,20.03,23.39,1212,11.88,1715,611.0,1,121.37,42,102,4,2
752,0,250.67,67.12,2.03,1430,7.99,906,569.0,1,59.44,136,179,3,0
1409,1,704.5,2.71,5.35,1958,10.31,637,304.0,2,41.52,80,190,2,1
3072,3,438.86,9.68,45.16,1836,9.98,1230,276.0,2,157.57,21,184,7,3
1305,1,435.0,17.46,6.26,557,4.46,1315,1131.0,0,133.42,96,125,3,0
3597,3,513.86,5.81,15.11,539,3.72,599,551.0,0,54.26,70,145,7,2
3132,3,391.5,13.93,12.53,880,5.12,1302,436.0,0,152.56,56,172,8,2
3856,3,3856.0,8.8,6.94,1369,8.45,727,553.0,1,48.07,72,162,1,3
1524,1,1524.0,24.55,4.11,1109,11.32,1787,1391.0,1,141.54,150,98,1,1
3673,3,734.6,4.34,33.06,843,5.08,1096,981.0,0,113.15,12,166,5,3
3293,3,1646.5,6.33,15.15,598,3.05,1173,680.0,0,150.65,32,196,2,2
3035,3,758.75,1.63,32.78,972,7.71,816,687.0,0,82.05,84,126,4,2
