battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,total_camera_mp,screen_area,aspect_ratio,pixel_density,ram_per_core,battery_wt_ratio,storage_ram_ratio,connectivity_score,performance_score,ram_category,battery_category
1074,0,2.4,1,2,1,9,0.9,103,6,14,946.0,952,1948,13,1,18,1,1,1,1,16,13,1.005,95.86,324.67,10.43,4.49,5,28.05,1,1
1832,0,0.7,0,2,0,2,0.6,90,7,6,186.0,654,2978,18,7,18,0,0,0,2,8,126,3.497,35.79,425.43,20.36,0.66,0,14.59,2,2
1039,0,1.3,0,0,1,12,0.8,200,8,0,1428.0,1827,1619,7,1,10,1,1,1,1,0,7,1.279,289.86,202.38,5.2,7.14,4,16.84,1,1
1059,0,2.4,0,8,0,61,0.1,134,3,18,1613.0,1916,3716,15,13,11,1,1,0,3,26,195,1.187,156.54,1238.67,7.9,16.36,2,26.76,3,1
1606,0,1.4,0,3,0,57,0.1,154,4,4,1127.0,1924,3454,13,8,20,0,0,1,3,7,104,1.706,159.27,863.5,10.43,16.41,1,19.34,3,2
1928,1,1.8,0,9,1,19,1.0,187,3,20,691.0,1580,3777,7,2,13,1,1,1,3,29,14,2.283,215.56,1259.0,10.31,5.02,5,20.4,3,2
1875,1,0.5,1,11,1,55,0.7,91,1,17,1802.0,1942,2712,7,2,6,1,0,1,3,28,14,1.077,331.16,2712.0,20.6,20.01,5,1.36,2,2
1128,1,1.1,0,9,1,46,0.9,135,8,10,751.0,1582,1434,5,6,11,1,0,0,1,19,30,2.104,291.87,179.25,8.36,30.66,3,12.62,1,1
1748,0,1.7,1,6,1,14,0.5,146,3,7,859.0,1234,3968,16,12,3,1,0,1,3,13,192,1.435,88.44,1322.67,11.97,3.52,4,20.24,3,2
1413,0,0.5,1,5,0,51,0.3,117,5,11,187.0,517,3383,16,5,2,0,0,0,3,16,80,2.75,32.34,676.6,12.08,14.98,1,8.46,3,1
825,0,0.5,1,0,1,23,0.1,86,2,0,206.0,1917,3278,8,6,2,1,0,1,3,0,48,9.261,214.23,1639.0,9.59,6.97,4,3.28,3,0
1589,1,1.4,0,3,1,26,0.1,100,8,16,1673.0,1759,3970,16,8,18,1,0,1,3,19,128,1.051,142.8,496.25,15.89,6.54,4,44.46,3,2
535,1,0.5,1,8,1,54,0.5,145,8,15,710.0,939,2674,14,8,10,1,0,0,2,23,112,1.321,78.48,334.25,3.69,19.92,4,10.7,2,0
1780,1,0.5,0,6,0,27,0.1,190,4,11,1331.0,1463,2776,19,17,14,1,1,1,3,17,323,1.098,98.89,694.0,9.37,9.61,4,5.55,2,2
1671,0,0.6,1,7,1,61,0.1,129,2,11,263.0,848,2336,10,4,7,1,0,0,2,18,40,3.212,80.71,1168.0,12.95,25.62,3,2.8,2,2
1821,0,0.9,0,9,1,12,0.3,114,1,18,97.0,1803,2430,7,4,6,1,1,1,2,27,28,18.398,225.7,2430.0,15.97,4.85,4,2.19,2,2
1076,1,2.6,0,3,1,38,0.7,119,6,8,129.0,915,891,18,3,9,1,1,0,0,11,54,7.038,48.63,148.5,9.04,39.17,4,13.9,0,1
532,1,0.8,1,3,0,8,0.1,193,5,10,1213.0,1354,728,13,5,8,1,1,0,0,13,65,1.115,129.85,145.6,2.76,9.87,4,2.91,0,0
777,1,2.6,0,3,0,30,0.9,148,5,17,189.0,1143,3886,14,10,7,1,0,0,3,20,140,6.016,77.23,777.2,5.25,7.7,2,50.52,3,0
1217,1,0.5,0,3,0,17,0.5,182,4,13,628.0,632,1711,7,3,9,1,0,1,1,16,21,1.005,111.37,427.75,6.69,9.6,3,3.42,1,1
1656,1,1.6,1,0,0,16,1.0,117,7,2,320.0,899,2856,14,3,20,1,1,1,2,2,42,2.801,63.62,408.0,14.15,5.54,5,31.99,2,2
1185,0,1.9,0,0,0,31,0.4,152,8,7,837.0,1642,2447,16,2,3,1,1,1,2,7,32,1.959,108.41,305.88,7.8,12.45,3,37.19,2,1
577,0,2.4,0,8,1,37,0.9,161,6,20,1087.0,1450,814,11,7,19,1,1,1,0,28,77,1.333,151.02,135.67,3.58,41.34,4,11.72,0,0
737,1,2.4,1,7,0,49,0.6,193,4,16,781.0,1463,2951,7,6,10,0,1,0,2,23,42,1.871,207.3,737.75,3.82,16.43,3,28.33,2,0
704,0,2.2,1,4,0,53,0.2,186,6,6,251.0,1013,3653,7,1,15,1,1,1,2,10,7,4.02,130.45,608.83,3.78,14.45,4,48.22,3,0
525,1,0.5,1,5,0,51,0.5,137,8,11,262.0,1587,1891,18,3,12,0,1,0,1,16,54,6.034,84.66,236.38,3.83,26.2,3,7.56,1,0
504,1,0.5,1,5,0,16,0.1,166,1,9,767.0,1665,701,17,15,15,1,0,1,0,14,255,2.168,101.84,701.0,3.04,20.39,4,0.35,0,0
793,0,1.2,1,1,1,38,0.6,176,4,7,1226.0,1815,3139,6,1,12,1,1,1,3,8,6,1.479,312.9,784.75,4.51,12.0,5,15.07,3,0
569,0,0.6,1,2,0,39,0.1,184,8,9,389.0,739,2811,7,6,7,1,0,1,1,11,42,1.895,104.39,351.38,3.09,13.71,3,13.49,2,0
1590,0,1.9,1,3,1,21,1.0,160,5,18,920.0,963,1701,11,4,4,1,0,1,1,21,44,1.046,110.99,340.2,9.94,11.92,4,16.16,1,2
707,0,0.5,0,0,1,16,0.1,194,2,0,1027.0,1508,1853,17,14,12,1,1,1,1,0,238,1.467,101.36,926.5,3.64,8.38,4,1.85,1,0
767,0,1.9,0,16,1,19,0.2,185,6,17,271.0,1000,2445,6,1,6,1,1,1,1,33,6,3.676,148.01,407.5,4.15,7.64,4,27.87,2,0
1350,1,0.5,1,0,1,50,0.8,181,8,4,369.0,544,2287,15,1,8,1,1,0,1,4,15,1.47,41.08,285.88,7.46,21.43,5,9.15,2,1
1117,1,0.6,1,0,0,31,0.2,146,2,7,1258.0,1627,2003,8,7,14,0,1,1,2,7,56,1.292,228.51,1001.5,7.65,15.08,4,2.4,2,1
641,1,1.1,0,0,1,7,0.9,192,1,3,417.0,759,3595,7,5,19,1,1,1,2,3,35,1.816,108.25,3595.0,3.34,1.94,5,3.95,3,0
1002,0,0.8,1,0,1,35,0.5,83,2,4,1345.0,1416,1726,16,5,19,1,0,1,1,4,80,1.052,114.88,863.0,12.07,19.6,4,2.76,1,1
1408,1,2.1,1,10,0,45,0.9,89,5,14,613.0,1088,3952,8,6,3,0,0,1,3,24,48,1.772,138.76,790.4,15.82,11.37,3,41.5,3,1
1900,1,2.0,1,1,0,41,0.5,190,8,6,912.0,1596,850,5,1,4,1,1,1,1,7,5,1.748,306.37,106.25,10.0,44.08,5,13.6,0,2
726,0,2.9,0,0,0,43,0.1,101,8,0,666.0,760,1446,17,2,8,1,1,0,0,0,34,1.139,56.14,180.75,7.19,28.44,2,33.55,1,0
1544,0,2.3,0,12,1,45,0.1,113,8,20,236.0,857,1300,8,7,18,1,1,0,1,32,56,3.616,98.77,162.5,13.66,32.86,3,23.92,1,2
1454,1,1.6,0,6,1,21,0.2,160,4,10,186.0,1100,719,14,10,10,1,1,1,0,16,140,5.882,74.37,179.75,9.09,26.18,5,4.6,0,1
1230,1,2.2,1,6,0,26,0.8,123,5,7,416.0,676,988,11,5,9,0,1,1,0,13,55,1.621,66.15,197.6,10.0,24.42,4,10.87,0,1
1552,0,1.2,0,10,1,53,0.3,180,8,18,430.0,658,2606,13,6,12,1,0,0,2,28,78,1.527,56.15,325.75,8.62,20.04,2,25.02,2,2
1519,0,2.1,0,0,0,32,0.7,200,1,10,168.0,1239,2912,11,10,15,1,1,0,2,10,110,7.331,104.19,2912.0,7.6,10.87,2,6.12,2,2
723,1,1.9,0,4,0,30,0.3,102,1,7,1467.0,1901,2339,19,9,17,0,1,1,2,11,171,1.295,120.06,2339.0,7.09,12.58,3,4.44,2,0
1191,0,2.4,1,2,0,13,0.9,169,1,7,179.0,1813,1028,14,6,8,1,1,1,0,9,84,10.072,121.45,1028.0,7.05,11.78,4,2.47,1,1
1168,0,1.3,0,9,0,61,0.1,90,8,10,159.0,1578,3173,9,4,17,0,0,1,3,19,36,9.862,158.6,396.62,12.98,19.07,1,33.0,3,1
1229,0,0.5,1,15,0,14,0.8,191,2,16,120.0,1878,1667,17,6,17,0,0,1,1,31,102,15.521,104.55,833.5,6.43,8.1,2,1.67,1,1
1758,1,0.5,0,11,1,13,0.6,190,8,14,762.0,1864,1897,6,2,15,1,0,0,2,25,12,2.443,287.68,237.12,9.25,6.66,3,7.59,1,2
1290,0,0.5,0,0,0,3,0.1,143,6,4,600.0,1109,1214,9,8,15,0,1,1,1,4,72,1.845,126.09,202.33,9.02,2.33,2,3.64,1,1
574,0,2.8,1,16,0,38,0.1,90,6,17,286.0,1171,3269,8,7,10,0,1,0,2,33,56,4.08,133.94,544.83,6.38,11.54,2,54.92,3,0
1271,1,0.5,0,12,0,32,0.1,113,7,15,1350.0,1949,445,15,14,14,0,0,1,0,27,210,1.443,148.18,63.57,11.25,59.86,2,1.56,0,1
1170,1,1.2,0,4,0,30,0.4,83,8,15,27.0,1722,1073,6,4,8,1,1,0,0,19,24,61.5,246.03,134.12,14.1,26.14,3,10.3,1,1
1269,1,1.3,0,14,0,52,0.8,118,2,15,1597.0,1920,665,18,5,5,0,0,0,1,29,90,1.202,131.44,332.5,10.75,69.39,1,1.73,0,1
1288,0,2.8,1,15,0,50,0.1,121,2,20,1177.0,1809,3129,17,6,2,0,0,0,3,35,102,1.536,119.9,1564.5,10.64,15.84,1,17.52,3,1
1366,1,0.7,1,0,1,34,0.1,150,2,9,402.0,964,3501,13,11,3,1,0,0,3,9,143,2.392,74.6,1750.5,9.11,9.66,4,4.9,3,1
1572,1,0.8,1,7,1,8,0.8,169,5,8,577.0,1237,3461,6,3,10,1,1,1,3,15,18,2.14,194.99,692.2,9.3,2.3,6,13.84,3,2
1627,0,0.9,1,9,1,32,0.1,180,6,16,52.0,1082,3206,12,6,16,1,1,0,3,25,72,20.415,83.33,534.33,9.04,9.9,4,17.31,3,2
1701,1,0.5,0,13,1,46,0.9,115,2,15,364.0,828,3717,11,6,10,1,1,0,3,28,66,2.268,75.37,1858.5,14.79,12.33,4,3.72,3,2
1900,1,0.5,1,0,1,55,0.9,171,1,1,934.0,1241,3917,15,5,18,1,0,1,3,1,75,1.327,97.08,3917.0,11.11,14.01,5,1.96,3,2
1974,0,1.0,0,4,0,24,0.3,80,7,13,250.0,545,861,7,4,6,1,0,1,0,17,28,2.171,74.95,123.0,24.68,25.51,2,6.03,0,2
1197,1,0.5,1,9,0,20,0.1,129,5,10,214.0,1710,2885,19,7,14,1,1,1,2,19,133,7.953,86.17,577.0,9.28,6.86,5,7.21,2,1
587,1,2.3,1,4,0,6,0.7,170,1,16,612.0,1793,2777,9,2,14,1,1,0,2,20,18,2.925,189.46,2777.0,3.45,2.13,4,6.39,2,0
934,0,1.1,0,7,0,24,0.8,112,5,12,1111.0,1463,1017,12,7,9,0,0,1,0,19,84,1.316,141.31,203.4,8.34,21.95,1,5.59,1,0
1195,0,2.0,1,1,1,23,0.1,82,4,9,163.0,1100,980,13,9,17,1,0,0,0,10,117,6.707,79.43,245.0,14.57,21.76,3,7.84,0,1
1853,1,1.0,0,2,0,23,0.4,92,1,15,202.0,1951,2775,14,4,17,1,0,0,3,17,56,9.611,130.76,2775.0,20.14,8.19,2,2.78,2,2
1164,0,1.0,0,4,1,19,0.9,95,8,18,729.0,1704,3309,15,3,3,1,0,1,3,22,45,2.334,115.84,413.62,12.25,5.7,3,26.47,3,1
1512,1,0.5,0,8,1,18,0.1,88,3,17,1079.0,1897,3607,12,10,6,1,1,1,3,25,120,1.756,167.88,1202.33,17.18,4.97,5,5.41,3,2
1232,0,2.9,1,1,1,24,0.3,169,5,17,361.0,809,1257,16,10,16,1,0,0,0,18,160,2.235,52.11,251.4,7.29,18.08,3,18.23,1,1
1813,1,0.6,1,0,1,5,0.2,198,3,8,338.0,1306,759,9,3,14,1,1,0,0,8,27,3.853,134.9,253.0,9.16,5.94,5,1.37,0,2
946,1,2.6,1,16,0,5,0.1,166,3,20,1698.0,1771,3720,15,7,4,0,1,0,3,36,105,1.042,153.34,1240.0,5.7,1.34,3,29.02,3,0
739,1,2.3,1,2,1,58,0.1,88,3,4,1052.0,1536,475,7,6,6,1,0,1,0,6,42,1.459,232.71,158.33,8.4,102.86,5,3.28,0,0
704,1,2.7,0,8,1,29,0.2,80,1,10,1108.0,1509,1122,9,3,10,1,1,1,0,18,27,1.361,187.21,1122.0,8.8,24.25,5,3.03,1,0
1663,1,0.5,0,0,0,40,0.6,147,4,15,951.0,1545,1336,8,5,15,1,0,0,1,15,40,1.623,201.58,334.0,11.31,28.48,2,2.67,1,2
1966,1,1.4,1,2,0,40,0.9,185,8,18,1197.0,1987,1185,11,2,20,0,1,0,2,20,22,1.659,193.31,148.12,10.63,31.82,3,13.27,1,2
1219,0,1.0,1,0,0,17,0.7,196,5,4,473.0,1022,705,11,3,6,0,1,1,0,4,33,2.156,93.85,141.0,6.22,21.56,3,3.52,0,1
612,1,0.7,0,6,0,35,0.6,181,5,12,1294.0,1337,3169,14,9,6,0,0,0,2,18,126,1.032,124.04,633.8,3.38,10.96,1,11.09,3,0
1658,1,1.4,0,0,1,39,0.7,182,1,5,410.0,522,3483,10,1,15,1,0,1,3,5,10,1.27,60.34,3483.0,9.11,11.14,4,4.88,3,2
1263,0,0.5,0,12,0,64,0.3,175,5,18,178.0,1883,1183,14,3,17,0,0,1,1,30,42,10.52,126.09,236.6,7.22,50.98,1,2.96,1,1
1395,1,2.8,0,0,1,55,0.6,118,3,1,782.0,1787,3373,11,2,16,1,1,0,3,1,22,2.282,162.55,1124.33,11.82,16.21,4,28.33,3,1
621,1,2.7,1,0,0,54,0.1,151,4,20,434.0,910,2801,6,1,5,1,1,1,2,20,6,2.092,144.03,700.25,4.11,19.05,5,30.25,2,0
652,0,0.5,1,1,0,58,0.6,142,3,2,464.0,781,565,18,12,9,0,0,1,0,3,216,1.68,47.81,188.33,4.59,88.99,2,0.85,0,0
1175,0,0.6,0,10,0,25,0.1,145,2,12,137.0,1501,3153,9,4,12,1,0,0,2,22,36,10.877,150.72,1576.5,8.1,7.86,1,3.78,3,1
561,1,1.0,0,0,0,11,0.1,163,8,10,492.0,1176,3421,16,2,5,1,1,1,2,10,32,2.385,74.99,427.62,3.44,3.2,4,27.37,3,0
1137,0,2.2,0,6,1,3,0.9,173,5,7,1250.0,1285,316,15,14,17,1,0,0,0,13,210,1.027,112.04,63.2,6.57,7.34,2,3.48,0,1
1835,1,2.3,0,4,1,11,0.1,193,7,13,385.0,583,448,18,17,14,1,0,0,0,17,306,1.51,36.77,64.0,9.51,20.47,3,7.21,0,2
1170,0,2.9,1,2,0,40,0.4,169,6,5,427.0,684,2366,16,8,2,1,1,1,1,7,128,1.598,47.43,394.33,6.92,16.59,4,41.17,2,1
1595,1,0.8,1,0,1,44,0.7,85,4,20,1024.0,1838,3881,14,10,9,1,0,1,3,20,140,1.793,140.27,970.25,18.76,11.31,5,12.42,3,2
1719,1,2.0,0,0,0,12,0.3,122,8,7,240.0,904,462,6,3,5,0,0,0,0,7,18,3.751,133.62,57.75,14.09,21.77,1,7.39,0,2
1770,0,2.3,1,0,0,7,0.8,128,7,6,886.0,1552,1480,6,1,17,1,0,0,1,6,6,1.75,255.3,211.43,13.83,4.53,2,23.83,1,2
1312,0,0.5,1,0,1,28,0.8,163,2,0,1233.0,1854,1087,17,16,14,1,0,0,1,0,272,1.502,123.7,543.5,8.05,24.11,3,1.09,1,1
1878,0,1.5,1,5,1,56,0.3,139,5,13,183.0,559,2711,8,2,3,1,1,1,2,18,16,3.038,65.35,542.2,13.51,20.38,5,20.33,2,2
1871,1,2.0,0,7,1,20,0.1,81,7,14,88.0,1682,2144,13,12,12,1,1,1,2,21,156,18.899,120.31,306.29,23.1,9.12,5,30.02,2,2
922,0,1.5,1,1,1,35,0.9,188,7,15,1016.0,1383,1165,19,6,4,1,1,1,0,16,114,1.36,85.8,166.43,4.9,28.28,5,12.23,1,0
1975,1,1.5,0,6,1,16,0.9,128,8,11,80.0,655,2998,5,4,13,1,1,0,2,17,20,8.086,109.98,374.75,15.43,5.28,4,35.98,2,2
1212,0,2.6,0,1,1,46,0.3,102,4,8,611.0,1715,2249,14,3,4,1,1,1,2,9,42,2.802,121.37,562.25,11.88,20.03,4,23.39,2,1
1430,1,0.9,0,3,0,56,0.1,179,3,5,569.0,906,752,17,8,17,0,0,1,0,8,136,1.589,59.44,250.67,7.99,67.12,2,2.03,0,1
1958,1,1.9,1,0,0,4,0.2,190,2,3,304.0,637,1409,16,5,3,0,0,0,1,3,80,2.089,41.52,704.5,10.31,2.71,2,5.35,1,2
1836,1,2.1,1,0,1,30,0.2,184,7,15,276.0,1230,3072,7,3,5,1,1,0,3,15,21,4.44,157.57,438.86,9.98,9.68,5,45.16,3,2
557,1,1.6,0,0,0,24,0.5,125,3,0,1131.0,1315,1305,12,8,3,1,0,1,0,0,96,1.162,133.42,435.0,4.46,17.46,3,6.26,1,0
539,1,0.6,1,9,0,21,0.1,145,7,14,551.0,599,3597,14,5,9,0,0,0,2,23,70,1.085,54.26,513.86,3.72,5.81,2,15.11,3,0
880,0,0.5,1,1,0,44,0.5,172,8,15,436.0,1302,3132,8,7,6,0,1,1,2,16,56,2.979,152.56,391.5,5.12,13.93,3,12.53,3,0
1369,1,1.8,1,6,0,34,0.5,162,1,7,553.0,727,3856,18,4,18,0,1,1,3,13,72,1.312,48.07,3856.0,8.45,8.8,4,6.94,3,1
1109,1,2.7,1,1,0,39,0.4,98,1,9,1391.0,1787,1524,15,10,7,1,1,1,1,10,150,1.284,141.54,1524.0,11.32,24.55,5,4.11,1,1
843,0,1.8,1,0,0,16,0.1,166,5,6,981.0,1096,3673,12,1,20,1,0,1,3,6,12,1.116,113.15,734.6,5.08,4.34,3,33.06,3,0
598,0,2.3,1,7,0,21,0.7,196,2,10,680.0,1173,3293,8,4,7,1,0,1,2,17,32,1.722,150.65,1646.5,3.05,6.33,3,15.15,3,0
972,1,2.7,1,1,0,5,1.0,126,4,2,687.0,816,3035,12,7,19,1,0,1,2,3,84,1.186,82.05,758.75,7.71,1.63,4,32.78,3,0
1944,1,0.5,0,5,1,36,0.1,197,6,18,1060.0,1970,584,17,14,13,1,1,0,1,23,238,1.857,124.28,97.33,9.87,53.71,4,1.75,0,2
1225,0,0.7,1,0,1,2,0.6,138,7,1,217.0,1101,2675,12,11,15,1,1,0,2,1,132,5.05,86.32,382.14,8.88,0.74,4,13.11,2,1
644,1,1.3,1,7,1,30,0.5,114,1,16,1140.0,1654,2382,9,6,19,1,0,1,2,23,54,1.45,200.88,2382.0,5.65,12.37,5,3.1,2,0
1919,0,1.5,0,5,1,48,0.8,150,4,6,304.0,1191,1391,19,13,12,1,0,1,1,11,247,3.905,61.46,347.75,12.79,32.91,3,8.35,1,2
501,0,2.3,0,12,1,54,0.3,131,4,19,504.0,1089,2346,13,12,2,1,0,1,1,31,156,2.156,85.71,586.5,3.82,22.58,3,21.58,2,0
1620,1,2.2,1,0,1,30,0.2,185,3,3,832.0,1033,606,6,6,18,1,0,0,0,3,36,1.24,189.48,202.0,8.76,43.37,4,4.0,0,2
1227,1,1.1,1,0,0,34,0.2,130,3,3,935.0,1781,1324,7,3,12,0,1,1,1,3,21,1.903,251.44,441.33,9.44,24.41,4,4.37,1,1
1359,1,0.5,1,1,1,58,0.5,107,6,3,446.0,901,1076,16,8,4,1,1,1,0,4,128,2.016,59.14,179.33,12.7,50.4,6,3.23,1,1
1914,0,0.7,0,1,0,35,0.6,118,8,2,942.0,1701,643,17,1,8,1,0,1,1,3,17,1.804,108.02,80.38,16.22,48.08,2,3.6,0,2
1645,1,1.8,0,1,0,21,0.7,123,7,2,897.0,1308,783,10,8,20,1,0,0,0,3,80,1.457,144.18,111.86,13.37,24.29,2,9.87,0,2
1063,1,1.1,0,0,1,26,0.8,101,5,2,1208.0,1232,3809,17,16,5,1,0,1,3,2,272,1.019,95.86,761.8,10.52,6.81,4,20.95,3,1
946,0,2.1,0,0,1,19,0.2,154,8,0,159.0,630,2104,7,4,16,1,1,0,1,0,28,3.938,81.22,263.0,6.14,8.82,3,35.35,2,0
1231,0,1.2,1,5,0,54,0.8,185,3,10,632.0,1184,1762,5,3,6,1,1,0,1,15,15,1.87,223.69,587.33,6.65,29.66,3,6.34,1,1
1397,0,2.9,1,13,0,9,0.5,87,6,18,1308.0,1991,3137,12,1,11,1,1,1,3,31,12,1.521,183.25,522.83,16.06,2.84,4,54.58,3,1
701,1,0.7,0,7,0,15,0.5,160,3,11,1002.0,1256,1756,6,3,17,1,1,1,1,18,18,1.252,229.53,585.33,4.38,8.27,4,3.69,1,0
570,1,0.5,1,2,0,9,0.3,111,7,5,1331.0,1917,3663,14,10,14,0,0,0,3,7,140,1.439,155.58,523.29,5.14,2.45,2,12.82,3,0
1993,1,0.5,0,10,1,27,0.3,147,8,11,150.0,510,2437,14,6,9,1,0,0,2,21,84,3.377,35.44,304.62,13.56,10.89,3,9.75,2,2
955,0,0.5,1,4,0,43,0.9,143,5,8,1248.0,1511,1432,12,9,9,1,1,1,1,12,108,1.21,150.75,286.4,6.68,28.7,4,3.58,1,0
924,0,0.5,1,0,1,47,0.3,167,8,6,108.0,1813,1620,17,15,12,1,0,0,1,6,255,16.633,100.9,202.5,5.53,27.94,3,6.48,1,0
600,0,0.5,0,0,0,14,0.8,112,5,2,320.0,747,1655,18,6,9,0,0,0,0,2,108,2.327,42.77,331.0,5.36,8.16,0,4.14,1,0
518,0,0.8,1,0,0,3,0.1,178,7,1,437.0,1947,2832,5,6,8,1,0,1,2,1,30,4.445,332.57,404.57,2.91,1.05,3,15.86,2,0
1063,1,2.5,0,0,1,31,0.9,95,6,10,295.0,935,961,16,6,5,1,1,0,0,10,96,3.159,57.67,160.17,11.19,29.85,4,14.42,0,1
920,1,0.5,0,2,0,46,0.8,149,3,3,1058.0,1421,2608,6,6,2,0,0,1,2,5,36,1.342,253.09,869.33,6.17,17.38,2,3.91,2,0
1715,0,1.9,0,4,1,3,0.1,171,5,6,79.0,1652,514,7,4,13,1,0,0,0,10,28,20.65,206.74,102.8,10.03,4.98,2,4.88,0,2
1841,1,1.3,1,6,0,14,0.6,167,8,8,593.0,672,2304,7,1,18,0,0,1,2,14,7,1.131,112.03,288.0,11.02,5.96,3,23.96,2,2
543,1,0.5,1,4,1,60,0.7,132,5,7,693.0,1031,933,14,6,5,1,1,0,0,11,84,1.486,82.82,186.6,4.11,59.34,5,2.33,0,0
1762,1,2.7,1,13,1,25,0.9,189,1,14,300.0,527,1896,14,10,20,1,1,1,1,27,140,1.751,40.43,1896.0,9.32,12.81,6,5.12,1,2
1112,1,0.5,1,1,0,53,0.6,121,4,16,234.0,739,3655,7,3,20,1,1,0,3,17,21,3.145,96.9,913.75,9.19,14.44,4,7.31,3,1
709,1,2.0,1,0,0,35,0.1,136,1,0,1545.0,1596,1973,12,9,16,0,1,1,1,0,108,1.032,170.87,1973.0,5.21,17.27,4,3.95,1,0
1315,1,2.6,0,7,0,64,0.8,128,7,16,59.0,575,3278,6,3,13,0,0,0,2,23,18,9.583,82.57,468.29,10.27,19.39,1,59.66,3,1
1762,1,2.5,0,10,1,15,0.3,107,8,11,1103.0,1364,2183,8,3,11,1,1,0,2,21,24,1.236,194.91,272.88,16.47,6.72,4,43.66,2,2
1462,1,1.7,1,1,0,25,0.2,182,7,18,91.0,1478,824,15,5,13,1,0,1,0,19,75,16.065,92.55,117.71,8.03,27.63,4,9.81,0,1
571,0,1.6,1,8,0,35,0.2,186,7,20,177.0,1282,2598,13,5,8,1,1,0,1,28,65,7.202,92.44,371.14,3.07,13.27,3,29.1,2,0
666,1,0.5,1,7,1,54,0.4,81,3,13,58.0,1353,1254,15,9,9,1,1,1,0,20,135,22.932,84.64,418.0,8.22,40.77,6,1.88,1,0
1994,0,1.5,1,2,1,7,0.5,146,8,7,447.0,1435,3622,7,6,20,1,0,1,3,9,42,3.203,187.88,452.75,13.66,1.92,4,43.46,3,2
1583,1,2.1,1,11,0,14,0.7,148,7,16,942.0,1651,1704,17,13,2,1,0,1,2,27,221,1.751,105.6,243.43,10.7,7.94,4,25.05,1,2
1778,0,1.4,1,3,1,45,1.0,132,4,17,88.0,516,1624,15,13,9,1,1,0,1,20,195,5.798,32.72,406.0,13.47,26.69,4,9.09,1,2
1926,1,1.1,0,13,1,50,0.2,179,6,17,371.0,1000,3809,17,12,17,1,1,0,3,30,204,2.688,59.26,634.83,10.76,13.09,4,25.14,3,2
966,1,0.6,0,9,1,50,0.2,117,4,10,1446.0,1754,2574,10,1,5,1,0,1,2,19,10,1.212,206.65,643.5,8.26,19.13,4,6.18,2,0
568,0,2.0,0,1,0,36,0.3,179,3,4,181.0,1703,950,17,9,9,1,0,0,0,5,153,9.357,95.14,316.67,3.17,35.03,1,5.7,0,0
1897,0,3.0,0,1,1,21,0.5,192,8,2,1311.0,1935,273,17,6,3,1,1,1,0,3,102,1.475,129.85,34.12,9.88,57.28,4,6.55,0,2
1695,0,0.5,1,6,1,46,0.7,200,3,9,1791.0,1898,446,16,13,15,1,1,1,1,15,208,1.059,153.51,148.67,8.48,85.89,5,0.67,0,2
1623,1,1.2,0,6,1,61,0.9,120,7,12,1568.0,1832,1510,12,10,17,1,1,0,2,18,120,1.168,185.49,215.71,13.52,38.74,4,12.68,1,2
914,1,0.5,0,0,1,26,0.7,147,4,0,706.0,721,1122,12,9,2,1,1,1,0,0,108,1.02,77.62,280.5,6.22,21.74,5,2.24,1,0
1721,1,0.5,1,4,1,33,0.5,128,4,5,871.0,1048,707,19,2,5,1,1,1,0,9,38,1.202,68.13,176.75,13.45,41.75,6,1.41,0,2
890,1,2.2,1,4,0,44,0.5,198,8,13,1074.0,1873,751,7,3,3,0,0,0,0,17,21,1.742,269.88,93.88,4.49,52.8,2,13.22,0,0
600,0,0.5,0,1,0,48,0.8,191,3,7,501.0,1465,3393,12,7,8,1,0,0,2,8,84,2.918,119.1,1131.0,3.14,14.06,1,5.09,3,0
1677,0,1.8,1,4,0,11,0.7,124,6,8,271.0,1477,3771,15,6,12,1,0,0,3,12,90,5.43,93.85,628.5,13.52,2.91,2,40.73,3,2
723,0,0.5,0,0,1,3,0.2,168,4,3,920.0,1748,1851,15,3,16,1,0,0,1,3,45,1.898,123.46,462.75,4.3,1.57,2,3.7,1,0
638,0,1.7,1,11,0,27,0.5,102,4,17,1171.0,1383,2735,7,2,9,1,1,0,2,28,14,1.18,226.52,683.75,6.25,9.74,3,18.6,2,0
852,0,1.0,1,4,1,62,0.7,104,7,13,293.0,1159,2253,17,4,7,1,1,0,1,17,68,3.942,66.41,321.86,8.19,26.95,4,15.77,2,0
1979,1,1.6,1,0,0,32,0.2,165,7,1,833.0,1630,452,13,6,14,0,1,0,0,1,78,1.954,130.75,64.57,11.99,59.11,3,5.06,0,2
710,1,0.5,0,6,0,32,0.8,151,5,9,485.0,857,1419,12,11,18,0,1,0,0,15,132,1.763,75.75,283.8,4.7,21.54,2,3.55,1,0
1034,0,2.6,1,2,1,45,0.3,190,3,4,182.0,1293,969,15,1,7,1,0,0,0,6,15,7.066,81.61,323.0,5.44,43.01,3,7.56,0,1
600,0,2.5,1,8,1,22,0.1,145,1,11,207.0,1162,3441,19,1,5,1,0,0,2,19,19,5.587,59.01,3441.0,4.14,6.36,3,8.6,3,0
1027,0,0.5,0,2,1,64,0.9,103,2,7,1698.0,1747,3786,17,12,12,1,0,0,3,9,204,1.028,135.35,1893.0,9.97,16.85,2,3.79,3,1
